"Political Science, Department of",http://www.utsc.utoronto.ca/~polisci/
Pontifical Institute of Mediaeval Studies,http://www.pims.ca/
Postgraduate Medical Education,http://www.pgme.utoronto.ca/
"President, Office of the",http://www.president.utoronto.ca/
Procurement,http://www.utm.utoronto.ca/procurement/
Procurement Services,http://www.procurement.utoronto.ca/
Professional Accounting Centre,http://www.utm.utoronto.ca/pac/
Professional Graduate Programs Centre,https://www.utm.utoronto.ca/programs-departments/professional-graduate-programs
Programs of Study,http:///academics/programs-directory
Property Management,http://www.fs.utoronto.ca/property.htm
"Psychiatry, Department of",http://www.psychiatry.utoronto.ca/
"Psychological Clinical Science, Graduate Department of",http://www.utsc.utoronto.ca/psych/clinical-psychology
"Psychology, Department of",https://www.utm.utoronto.ca/psychology/welcome-psychology-utm
"Psychology, Department of",http://home.psych.utoronto.ca/
"Psychology, Department of",http://www.utsc.utoronto.ca/psych/
"Public Health Policy, Division of",http://www.dlsph.utoronto.ca/discipline/public-health-policy
"Public Policy & Governance, School of",http://www.publicpolicy.utoronto.ca/
Pulp and Paper Centre,http://www.pulpandpaper.utoronto.ca/
"R.F. Harney Program in Ethnic, Immigration and Pluralism Studies",http://munkschool.utoronto.ca/ethnicstudies/
"Radiation Oncology, Department of",http://www.radonc.utoronto.ca/
Recycling & Waste Management,http://www.fs.utoronto.ca/recycle.htm
"Registrar, Office of the",http://www.utsc.utoronto.ca/~registrar/
Rehabilitation Sciences Institute (RSI),http://www.gdrs.utoronto.ca/
Rehabilitation Sciences Sector,http://www.rehab.utoronto.ca/rindex.htm
"Relations with Health Care Institutions, Office of the Vice-Provost",http://medicine.utoronto.ca/about-faculty-medicine/vice-provost-relations-health-care-institutions
"Religion, Department for the Study of",http://www.religion.utoronto.ca/
Repository of Student Information (ROSI) - For Staff,http://www.sis.utoronto.ca/index.html
Repository of Student Information (ROSI) - For Students,http://www.rosi.utoronto.ca/
"Research and Innovation, Office of the Vice-President",http://www.research.utoronto.ca/
Research Office,http://www.utm.utoronto.ca/vp-research/research-office
Retail & Conference Services,http://www.utsc.utoronto.ca/~facilities/conferenceServices/
Richard Charles Lee Canada-Hong Kong Library,http://www.library.utoronto.ca/hongkong/
"Risk Management and Insurance Department, The",http://www.insurance-risk-mgmt.utoronto.ca/site4.aspx
Robarts Library,http://onesearch.library.utoronto.ca/library-info/ROBARTS
Rotman Institute for International Business,http://www.rotman.utoronto.ca/FacultyAndResearch/ResearchCentres/InstituteForInternationalBusiness/About%20RIIB.aspx
Rotman (Joseph L.) School of Management,http://www.rotman.utoronto.ca/
Rotman Portal,https://rworld.rotman.utoronto.ca/PRIME/login.aspx
Safety Abroad Office,http://www.cie.utoronto.ca/Safety.htm
Scarborough Campus Students' Union,http://www.scsu.ca/
Senior College,http://www.faculty.utoronto.ca/arc.htm
Service Orders and Billings,http://www.fs.utoronto.ca/services/billing.htm
Sexual & Gender Diversity Office,http://sgdo.utoronto.ca/
Sexual Harassment Office,http://sho.utoronto.ca/
Shore + Moffat Library,http://www.daniels.utoronto.ca/resources/shore-moffat-library
"Slavic Languages and Literatures, Department of",http://sites.utoronto.ca/slavic/
"Social and Behavioural Health Sciences, Division of",http://www.dlsph.utoronto.ca/discipline/social-and-behavioural-health-sciences
Social Economy Centre,http://socialeconomycentre.ca/
"Social Justice Education, Department of",http://www.oise.utoronto.ca/sje/
Social Media Directory,http://socialmedia.utoronto.ca/
"Social Sciences, Department of",http://www.utsc.utoronto.ca/~socsci/landing.html
"Social Work, Factor-Inwentash Faculty of",http://www.socialwork.utoronto.ca/Page4.aspx
"Sociology, Department of",https://www.utm.utoronto.ca/sociology/department-sociology
"Sociology, Department of",http://sociology.utoronto.ca
"Sociology, Department of",http://www.utsc.utoronto.ca/~sociology/
"Soldiers’ Tower, The",https://alumni.utoronto.ca/soldierstower
Southern Ontario Centre for Atmospheric Aerosol Research (SOCAAR),http://www.socaar.utoronto.ca/
"Spanish and Portuguese, Department of",http://www.spanport.utoronto.ca/
"Speech-Language Pathology, Department of",http://www.slp.utoronto.ca/
St. Michael's College,http://stmikes.utoronto.ca/
"Statistical Sciences, Department of",http://www.utstat.utoronto.ca/
Statistics Canada Research Data Centre,http://sites.utoronto.ca/rdc/
Status of Women Issues,http://www.hrandequity.utoronto.ca/about-hr-equity/diversity/womenadvisor.htm
Student Accounts/ Fees Office,http://www.fees.utoronto.ca/
Student Affairs and Services,http://www.utm.utoronto.ca/sas/
Student Family Housing,http://www.studentfamilyhousing.utoronto.ca/
Student Life,http://www.studentlife.utoronto.ca/
Students' Administrative Council (operating as the University of Toronto Students Union),http://www.utsu.ca/
"Surgery, Department of",http://surgery.utoronto.ca/
Surgical Skills Centre,http://sites.utoronto.ca/ssc/index.html
Sustainability Office,http://www.fs.utoronto.ca/SustainabilityOffice/
Tanz Centre for Research in Neurodegenerative Diseases,http://tanz.med.utoronto.ca/
TCard Office,https://www.utsc.utoronto.ca/~registrar/general/tcards
"Teaching Laboratories, Division of",http://teachinglabs.med.utoronto.ca/
Technologies for Aging Gracefully Lab (TAGlab),http://www.taglab.toronto.edu/
"Telecommunications, Department of",http://telecommunications.utoronto.ca/
Terrence Donnelly Centre for Cellular and Biomolecular Research,http://tdccbr.med.utoronto.ca/
"Theology, Faculty of",http://stmikes.utoronto.ca/theology/default.asp
"Theology, Toronto School of",http://www.tst.edu/
Thomas Fisher Rare Book Library,http://fisher.library.utoronto.ca/
Toronto 2015 Pan Am/Parapan Am Games,http://panam2015.utoronto.ca
Toronto Centre for the Book,http://library.vicu.utoronto.ca/collections/special_collections/f71_toronto_centre_book
Toronto Institute of Advanced Manufacturing,http://tiam.engineering.utoronto.ca/
Toronto Musculoskeletal Centre,http://tmc.utoronto.ca
Toronto Nanofabrication Center,http://www.ecti.utoronto.ca
Toronto Transplant Institute,http://torontotransplantinstitute.com
Trademark Licensing,http://trademarks.utoronto.ca/
Transcript Centre,http://www.transcripts.utoronto.ca/
Transformative Learning: Centre for Community Activism,http://tlc.oise.utoronto.ca
Transitional Year Programme,http://sites.utoronto.ca/typ/
Transportation Services,http://www.transportation.utoronto.ca/
Trinity College,http://www.trinity.utoronto.ca/
"Trudeau Centre for Peace, Conflict and Justice",http://munkschool.utoronto.ca/trudeaucentre/
Tspace,https://tspace.library.utoronto.ca/
U of T Global,http://global.utoronto.ca/
U of T Magazine,http://www.magazine.utoronto.ca/
U of T St. George Campus Tours,http://discover.utoronto.ca/connect/campus-tours/u-of-t-st-george-campus-tours
Undergraduate Medical Education,http://www.md.utoronto.ca/
United Steelworkers (USW) Local 1998,http://www.usw1998.ca/
"University Advancement, Division of",http://www.boundless.utoronto.ca
"University Advancement, Office of the Vice-President",http://advancement.utoronto.ca/office-of-the-vice-president/
University Arts Women’s Club,http://groups.chass.utoronto.ca/uawc/
University College,http://www.uc.utoronto.ca/
University College Library,http://www.uc.utoronto.ca/library
University College Writing Centre,http://www.uc.utoronto.ca/writing-centre
University of Toronto Archives and Records Management Services,http://utarms.library.utoronto.ca/
University of Toronto Art Centre,http://www.utac.utoronto.ca/
University of Toronto Art Centre,http://www.utac.utoronto.ca/
University of Toronto Asset Management Corporation,http://www.utam.utoronto.ca/annual.htm
University of Toronto Bookstore,http://www.uoftbookstore.com/
"University of Toronto Communications, Office of the Vice-President",http://communications.utoronto.ca/utc-contacts/
University of Toronto Institute for Aerospace Studies Library,http://www.utias.utoronto.ca/not-in-use/resources/utias-library
University of Toronto Mississauga,http://www.utm.utoronto.ca/
University of Toronto Press,http://www.utpress.utoronto.ca/index.php
University of Toronto Scarborough,http://www.utsc.utoronto.ca/home/
University of Toronto Transportation Research Insitute,http://uttri.utoronto.ca
"University Operations, Office of the Vice-President",http://vpuo.utoronto.ca/
"University Planning, Design & Construction",http://www.updc.utoronto.ca/home.htm
University Relations,http://universityrelations.utoronto.ca/
UofTTix Box Office,http://www.uofttix.ca/
UTemp,http://www.hrandequity.utoronto.ca/careers/co/utemp.htm
UTORauth,http://www.utorauth.utoronto.ca/
UTORid Management,https://www.utorid.utoronto.ca/
UTORrecover,http://www.noc.utoronto.ca/net-ops/services/backups.htm
The Varsity,http://thevarsity.ca/
Varsity Arena,http://physical.utoronto.ca/FacilitiesAndMemberships/Varsity_Centre/Facility_Descriptions/Arena.aspx
Varsity Blues,http://www.varsityblues.ca/index.aspx
Varsity Centre,http://physical.utoronto.ca/FacilitiesAndMemberships/Varsity_Centre.aspx
"Vice-President, International",http://international.utoronto.ca/
"Vice-President and Principal, Office of the",http://www.utsc.utoronto.ca/aboutus/senior-team
"Vice-President and Principal, Office of the",https://www.utm.utoronto.ca/vp-principal/
"Vice-President and Provost, Office of the",http://www.provost.utoronto.ca/
"Vice-Provost, Faculty & Academic Life",http://www.faculty.utoronto.ca/
"Vice-Provost, Graduate Research & Education",http://www.sgs.utoronto.ca/Pages/default.aspx
"Vice-Provost, Innovations in Undergraduate Education",http://www.provost.utoronto.ca/public/PDADC/2014_to_2015/44.htm
"Vice-Provost, Relations with Health Care Institutions",http://medicine.utoronto.ca/about-faculty-medicine/vice-provost-relations-health-care-institutions
"Vice-Provost, Students",http://www.viceprovoststudents.utoronto.ca/home.htm
Victoria University,http://www.vicu.utoronto.ca/
"Visual Studies, Department of",http://www.utm.utoronto.ca/dvs/
Waakebiness-Bryce Institute for Indigenous Health,http://www.dlsph.utoronto.ca/institutes/wbiih/
Walksafe Program,http://www.utm.utoronto.ca/campus-police/safety-programs/work-alone-walksafe-programs
Walksmart,http://www.campuspolice.utoronto.ca/safety/walkSmart.htm
Webmail,https://webmail.utoronto.ca/
The Wilson Centre,http://www.thewilsoncentre.ca/
Women and Gender Studies Institute,http://www.wgsi.utoronto.ca/
Woodsworth College,http://www.wdw.utoronto.ca/
Writing at the University of Toronto,http://www.writing.utoronto.ca/
